valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.518,2015,0.00543,['BØRNS'],0.611,218107,0.797,0,2GiJYvgVaD2HtM8GqD9EgQ,0.00137,6,0.26,-7.627000000000002,0,Electric Love,87,2015-10-16,0.0533,120.041
0.337,2015,0.0678,['The Neighbourhood'],0.588,260173,0.521,0,5E30LdtzQTGqRvNd7l6kG5,0.149,10,0.123,-9.461,1,Daddy Issues,86,2015-10-30,0.0329,85.012
0.785,2015,0.0115,['Tame Impala'],0.64,216320,0.74,1,6K4t31amVTZDgR3sKmwUJJ,0.00678,4,0.1669999999999999,-4.083,1,The Less I Know The Better,85,2015-07-17,0.0284,116.879
0.512,2015,0.205,['Chris Stapleton'],0.392,293293,0.37,0,3fqwjXwUGN6vbzIwvyFMhx,0.0096,9,0.0821,-10.888,1,Tennessee Whiskey,79,2015-05-04,0.0298,48.718
0.672,2015,0.0371,['WILLOW'],0.764,196520,0.705,0,0y60itmpH0aPKsFiGxmtnh,1.94e-05,3,0.0943,-5.279,0,Wait a Minute!,83,2015-01-11,0.0278,101.003
0.1,2015,0.969,['Lord Huron'],0.545,208212,0.366,0,0QZ5yyl6B6utIWkxeBDxQN,0.267,2,0.6409999999999999,-9.51,1,The Night We Met,76,2015-04-07,0.0378,86.99700000000001
0.1369999999999999,2015,0.0671,['The Weeknd'],0.585,242253,0.564,1,7fBv7CLKzipRk6EC6TWHOB,0.0,0,0.135,-7.063,0,The Hills,83,2015-08-28,0.0515,113.003
0.189,2015,0.223,['Bryson Tiller'],0.765,198293,0.356,1,3pXF1nA74528Edde4of9CC,0.0,11,0.0963,-5.556,0,Don't,79,2015-10-02,0.195,96.991
0.446,2015,0.612,['Melanie Martinez'],0.68,179867,0.7290000000000001,1,4DpNNXFMMxQEKl7r0ykkWA,0.0,5,0.224,-5.077,1,Play Date,85,2015-08-14,0.0475,123.97
0.276,2015,0.107,['Bryson Tiller'],0.525,194613,0.433,1,43PuMrRfbyyuz4QpZ3oAwN,0.0,6,0.135,-10.598,1,Exchange,78,2015-10-02,0.185,160.108
0.4,2015,0.418,['Thomas Rhett'],0.595,227427,0.389,0,5kNe7PE09d6Kvw5pAsx23n,1.39e-06,2,0.116,-9.245,1,Die A Happy Man,75,2015-01-01,0.0349,166.05200000000005
0.315,2015,0.611,['blackbear'],0.63,245172,0.5,1,6y6jbcPG4Yn3Du4moXaenr,4.04e-05,1,0.114,-8.755,0,idfc,80,2015-02-14,0.0611,144.871
0.19,2015,0.47,"['Mac Miller', 'Miguel']",0.843,208080,0.435,1,6GnhWMhgJb7uyiiPEiEkDA,0.0,8,0.147,-8.442,1,Weekend (feat. Miguel),76,2015-09-18,0.178,120.058
0.19,2015,0.324,['$uicideBoy$'],0.753,145078,0.679,1,5XAPpyIoYF3QXP34Hv8Pvx,4.2100000000000014e-05,5,0.423,-7.0920000000000005,0,Kill Yourself (Part III),79,2015-09-21,0.0349,105.977
0.648,2015,0.0462,['Twenty One Pilots'],0.7340000000000001,202333,0.637,0,3CRDbSIZ4r5MsZ0YwxuEkn,2.29e-05,4,0.0602,-5.6770000000000005,0,Stressed Out,84,2015-05-15,0.141,169.977
0.113,2015,0.157,"['Roy Woods', 'Drake']",0.7090000000000001,251860,0.362,1,0PXp9QxBfSKGGpWUNaws2X,0.0,11,0.109,-9.814,1,Drama (feat. Drake),77,2015-07-31,0.055,122.043
0.123,2015,0.187,['Rae Sremmurd'],0.6890000000000001,212947,0.564,1,1Ser4X0TKttOvo8bgdytTP,0.0,2,0.0721,-6.226,1,Come Get Her,77,2015-01-06,0.136,185.023
0.56,2015,0.00359,['Fall Out Boy'],0.393,228360,0.858,0,04aAxqtGp5pv12UXAg4pkq,0.0,4,0.102,-2.8680000000000003,0,Centuries,81,2015-01-20,0.0729,176.042
0.928,2015,0.00801,"['Mark Ronson', 'Bruno Mars']",0.856,269667,0.609,0,32OlwWuMpZ6b0aN2RZOeMS,8.149999999999999e-05,0,0.0344,-7.223,1,Uptown Funk (feat. Bruno Mars),82,2015-01-12,0.0824,114.988
0.395,2015,0.0362,"['Big Sean', 'E-40']",0.8240000000000001,284387,0.733,1,7FYH5AW3bVfZHJIQpq3UOA,0.0,1,0.325,-5.474,1,I Don't Fuck With You,75,2015-02-24,0.0613,97.972
0.5660000000000001,2015,0.00835,['Twenty One Pilots'],0.645,214507,0.713,0,2Z8WuEywRWYTKe1NybPQEW,0.0,6,0.113,-5.355,1,Ride,81,2015-05-15,0.0393,74.98899999999998
0.574,2015,0.000531,['Cody Jinks'],0.502,229928,0.685,0,0SF38KDlXNLJAxbYyOMnCy,1.61e-06,0,0.0923,-5.847,0,Loud and Heavy,73,2015-01-12,0.0283,81.978
0.604,2015,0.213,['Jeremih'],0.418,238320,0.7240000000000001,0,0PJIbOdMs3bd5AT8liULMQ,0.0,5,0.112,-3.724,1,oui,75,2015-12-04,0.0964,78.521
0.478,2015,0.287,"['Renée Elise Goldsberry', 'Original Broadway Cast of Hamilton']",0.7070000000000001,329228,0.593,0,3dP0pLbg9OfVwssDjp9aT0,0.0,5,0.15,-8.581,0,Satisfied,75,2015-09-25,0.0949,123.772
0.552,2015,0.522,"['Leslie Odom Jr.', 'Anthony Ramos', 'Daveed Diggs', 'Okieriete Onaodowan', 'Lin-Manuel Miranda', 'Phillipa Soo', 'Original Broadway Cast of Hamilton']",0.609,236738,0.435,0,4TTV7EcfroSLWzXRY6gLv6,0.0,11,0.118,-7.8610000000000015,0,Alexander Hamilton,75,2015-09-25,0.285,131.995
0.603,2015,0.00256,"['Fetty Wap', 'Remy Boyz']",0.618,196693,0.7170000000000001,1,5NQbUaeTEOGdD6hHcre0dZ,0.0,7,0.625,-5.738,1,679 (feat. Remy Boyz),77,2015-06-29,0.318,190.05
0.616,2015,0.00147,['Morgan Wallen'],0.517,212850,0.877,0,1yj1ZztSGITJ5Nf4mfH92c,0.0,4,0.208,-3.621,1,Spin You Around,72,2015-08-24,0.0297,150.004
0.451,2015,0.0285,['Alessia Cara'],0.573,230227,0.7390000000000001,0,0prNGof3XqfTvNDxHonvdK,0.0,0,0.111,-5.74,1,Scars To Your Beautiful,73,2015-11-13,0.129,97.085
0.0352,2015,0.194,['A$AP Rocky'],0.598,238307,0.252,1,4S7YHmlWwfwArgd8LfSPud,0.133,2,0.0992,-15.086,1,L$D,76,2015-05-26,0.0644,120.064
0.8170000000000001,2015,0.0244,['Fetty Wap'],0.746,222093,0.873,1,2d8JP84HNLKhmd6IYOoupQ,0.0,7,0.354,-3.803,1,Trap Queen,74,2015-09-25,0.128,148.075
0.211,2015,0.56,['Cavetown'],0.8109999999999999,226073,0.266,0,7s8VgA8OjvwBUuigKzEGBx,1.05e-06,7,0.0962,-12.478,1,This Is Home,76,2015-08-03,0.0406,130.04399999999998
0.283,2015,0.369,"['Wiz Khalifa', 'Charlie Puth']",0.6890000000000001,229526,0.481,0,2JzZzZUQj3Qff7wapcbKjc,1.03e-06,10,0.0649,-7.502999999999999,1,See You Again (feat. Charlie Puth),82,2015,0.0815,80.025
0.312,2015,0.113,"['Travis Scott', 'Kacy Hill']",0.402,339067,0.526,1,51EC3I1nQXpec4gDk0mQyP,8.33e-06,9,0.105,-6.7410000000000005,0,90210 (feat. Kacy Hill),75,2015-09-04,0.0904,81.404
0.199,2015,0.178,['X Ambassadors'],0.389,193547,0.665,0,7lGKEWMXVWWTt3X71Bv44I,0.000732,0,0.116,-6.169,1,Unsteady,77,2015-06-30,0.0644,117.055
0.792,2015,0.187,"['Renée Elise Goldsberry', 'Phillipa Soo', 'Jasmine Cephas-Jones', 'Leslie Odom Jr.', 'Original Broadway Cast of Hamilton']",0.74,186543,0.727,0,71X7bPDljJHrmEGYCe7kQ8,0.0,2,0.627,-6.252999999999999,1,The Schuyler Sisters,74,2015-09-25,0.278,101.409
0.0,2015,0.0,"['White Noise Meditation', 'Lullaby Land', 'White Noise Babies', 'Calming Sounds', 'Canciones De Cuna']",0.0,73887,2.01e-05,0,67iF3DdebmElASIGoebYt1,0.0,5,0.0,-15.776,1,Brown Noise - Loopable with No Fade,72,2015-05-26,0.0,0.0
0.434,2015,0.39,"['Jonathan Groff', 'Original Broadway Cast of Hamilton']",0.607,208321,0.466,0,6OG1S805gIrH5nAQbEOPY3,0.0,0,0.135,-7.562,1,You'll Be Back,74,2015-09-25,0.0578,121.741
0.515,2015,0.835,['Justin Bieber'],0.609,233720,0.378,0,50kpGaPAhYJ3sGmk6vplg0,0.0,4,0.28,-9.828,1,Love Yourself,82,2015-11-13,0.438,100.418
0.568,2015,0.15,"['Lin-Manuel Miranda', 'Anthony Ramos', 'Daveed Diggs', 'Okieriete Onaodowan', 'Leslie Odom Jr.', 'Original Broadway Cast of Hamilton']",0.698,333154,0.649,1,4cxvludVmQxryrnx1m9FqL,0.0,8,0.0903,-6.763999999999999,1,My Shot,74,2015-09-25,0.415,180.466
0.131,2015,0.00767,['Travis Scott'],0.713,262693,0.526,1,1wHZx0LgzFHyeIZkUydNXq,0.000148,1,0.124,-5.046,1,Antidote,77,2015-09-04,0.032,131.05
0.417,2015,0.4,"['Meghan Trainor', 'John Legend']",0.63,225053,0.53,0,2YlZnw2ikdb837oKMKjBkW,0.0,0,0.177,-7.258999999999999,1,Like I'm Gonna Lose You (feat. John Legend),80,2015-01-09,0.0434,108.038
0.354,2015,0.875,"['Rihanna', 'Kanye West', 'Paul McCartney']",0.5820000000000001,188238,0.272,0,78TTtXnFQPzwqlbtbwqN0y,0.0,2,0.13,-5.662000000000001,1,FourFiveSeconds,79,2015-01-24,0.0501,205.846
0.501,2015,0.12,['Cavetown'],0.5760000000000001,179955,0.759,0,0vf2eBw2inhl8y61cYQMv2,0.0,3,0.121,-8.165,1,Devil Town,76,2015-11-09,0.0599,99.969
0.519,2015,0.124,"['Leslie Odom Jr.', 'Original Broadway Cast of Hamilton']",0.5429999999999999,193750,0.473,0,7EqpEBPOohgk7NnKvBGFWo,4.04e-06,6,0.0922,-9.638,1,Wait for It,74,2015-09-25,0.157,86.53399999999998
0.583,2015,0.113,['The Weeknd'],0.705,213520,0.769,0,22VdIZQfgXJea34mQxlt81,0.0,9,0.105,-5.526,0,Can't Feel My Face,79,2015-08-28,0.0425,107.949
0.737,2015,0.334,"['Phillipa Soo', 'Original Broadway Cast of Hamilton']",0.688,249771,0.491,0,54Sc7mZQ1RM03STpk4SfaA,0.0,5,0.0914,-7.494,1,Helpless,74,2015-09-25,0.269,79.009
0.196,2015,0.0725,['$uicideBoy$'],0.8490000000000001,111020,0.648,1,4irYeuAi87yyGHcI4h9s0x,0.00592,7,0.0984,-6.188,1,Paris,76,2015-11-20,0.0832,106.075
0.937,2015,0.0891,['Joy Again'],0.682,179499,0.9,0,1lpLrlyweOShEKXT1bpcDd,0.063,9,0.0685,-5.0280000000000005,1,Looking Out for You,74,2015-11-06,0.0873,100.721
0.41,2015,0.0797,['Justin Bieber'],0.654,200787,0.76,0,09CtPGIpYB4BrO8qb1RGsF,0.0,0,0.299,-3.669,0,Sorry,82,2015-11-13,0.045,99.945
0.0713,2015,0.222,['The Weeknd'],0.5720000000000001,249040,0.631,1,4PhsKqMdgMEUSstTDAmMpg,0.0,7,0.135,-9.836,0,Often,77,2015-08-28,0.0476,134.078
1e-05,2015,0.813,"['Ocean Waves For Sleep', 'Ocean Sounds Collection', 'Ocean Sounds', 'Fresh Water Sounds', 'Water Sound Natural White Noise']",0.127,96872,0.941,0,11Rm75lU5EmETsTR22C0gT,0.988,1,0.178,-16.083,0,Rolling Ocean Waves,72,2015-06-04,0.0509,82.14399999999998
0.328,2015,0.5329999999999999,['mike.'],0.815,268566,0.364,1,5tsI3xxDHDgzHhn30LTQNz,3.52e-05,2,0.108,-11.158,1,These Days,73,2015-10-30,0.375,129.937
0.815,2015,0.0673,['Kodak Black'],0.943,165291,0.595,1,34oWbFBfGEElvgO0a5c9V4,0.0,5,0.0839,-8.372,0,No Flockin',71,2015-11-13,0.191,117.532
0.528,2015,0.272,"['Lin-Manuel Miranda', 'Leslie Odom Jr.', 'Anthony Ramos', 'Daveed Diggs', 'Okieriete Onaodowan']",0.6459999999999999,156631,0.439,0,6dr7ekfhlbquvsVY8D7gyk,0.0,7,0.0945,-10.837,1,"Aaron Burr, Sir",73,2015-09-25,0.818,160.387
0.601,2015,0.229,['Beach House'],0.508,320467,0.792,0,7H0ya83CMmgFcOhw0UB6ow,0.124,0,0.145,-7.311,0,Space Song,70,2015-08-28,0.0297,147.067
0.187,2015,0.067,"['$uicideBoy$', 'Pouya']",0.526,205766,0.62,1,70nmZhHZLNVYWP4NON41Zw,0.000241,8,0.139,-7.244,0,Runnin' Thru The 7th With My Woadies,74,2015-09-01,0.281,112.027
0.595,2015,0.109,['One Direction'],0.73,192120,0.703,0,2K87XMYnUMqLcX3zvtAF4G,0.0,0,0.0657,-5.6720000000000015,0,Drag Me Down,81,2015-11-13,0.0369,138.113
0.74,2015,0.0215,['Flo Rida'],0.688,192191,0.7020000000000001,0,6Knv6wdA0luoMUuuoYi2i1,0.0,7,0.128,-4.792,0,My House,76,2015-04-07,0.0499,94.006
0.758,2015,0.291,['Rae Sremmurd'],0.732,206307,0.69,1,4jTiyLlOJVJj3mCr7yfPQD,0.0,0,0.116,-4.992,0,This Could Be Us,74,2015-01-06,0.134,143.072
0.5579999999999999,2015,0.0742,['Kendrick Lamar'],0.7959999999999999,219333,0.7659999999999999,1,3iVcZ5G6tvkXZkZKlMpIUs,0.0,7,0.0827,-5.974,1,Alright,73,2015-03-16,0.238,110.034
0.386,2015,0.392,"['Jeremih', 'YG']",0.856,266840,0.527,1,0Dc7J9VPV4eOInoxUiZrsL,0.0,2,0.11,-5.225,1,Don't Tell 'Em,75,2015-12-04,0.0997,98.052
0.5770000000000001,2015,0.00462,['Tame Impala'],0.602,467587,0.8809999999999999,0,2X485T9Z5Ly0xyaghN73ed,0.0266,1,0.111,-5.875,0,Let It Happen,76,2015-07-17,0.0443,125.012
0.383,2015,0.399,"['Leslie Odom Jr.', 'Daveed Diggs', 'Original Broadway Cast of Hamilton']",0.72,127578,0.6659999999999999,0,7m9XR7FquXLP1FewdAcNS9,0.0,7,0.0844,-6.914,1,Guns and Ships,72,2015-09-25,0.328,138.03
0.234,2015,0.862,['Amber Run'],0.389,273000,0.302,0,5zT5cMnMKoyruPj13TQXGx,0.00567,7,0.104,-12.485,0,I Found,76,2015-04-20,0.0438,124.956
0.416,2015,0.7,"['Jeremih', 'J. Cole']",0.688,240320,0.556,1,08zJpaUQVi9FrKv2e32Bah,1.87e-06,6,0.108,-7.737999999999999,1,Planez,72,2015-12-04,0.264,129.336
0.298,2015,0.392,['Cage The Elephant'],0.47,225973,0.623,0,5n0CTysih20NYdT2S0Wpe8,0.000453,0,0.0992,-5.655,1,Trouble,73,2015-12-18,0.0302,77.861
0.6759999999999999,2015,0.0438,['One Direction'],0.64,177973,0.6809999999999999,0,5dONhl6aXFuN86UBdayF6W,0.0,6,0.166,-5.362,1,Olivia,78,2015-11-13,0.0334,118.062
0.6559999999999999,2015,0.0559,"['Drake', 'Future']",0.852,205879,0.5529999999999999,1,27GmP9AWRs744SzKcpJsTZ,0.0,1,0.332,-7.286,1,Jumpman,74,2015-09-20,0.187,142.079
0.409,2015,0.6629999999999999,['Steve Lacy'],0.414,129698,0.473,0,6FBzhcfgGacfXF3AmtfEaX,0.0523,11,0.128,-8.911,0,C U Girl,72,2015-02-15,0.116,100.0
0.29,2015,0.345,['Bryson Tiller'],0.5429999999999999,249320,0.449,0,5rgrBsAFYMun6yhtnLKRPz,0.0,1,0.157,-8.065,1,Right My Wrongs,72,2015-10-02,0.0463,132.609
0.291,2015,0.679,['Trey Songz'],0.733,197854,0.408,0,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7,0.11,-7.834,0,Slow Motion,73,2015-06-23,0.0388,94.947
0.478,2015,0.8220000000000001,['Colter Wall'],0.5670000000000001,192480,0.311,0,3Ozx6IrGdoQyAworJzvBDE,0.23,2,0.11,-14.464,0,Sleeping on the Blacktop,70,2015-06-02,0.0455,83.11
0.249,2015,0.0372,['Houndmouth'],0.396,239880,0.677,0,2kG5litgxXvx6ZRgwO1v7W,0.000137,3,0.112,-7.513,1,Sedona,68,2015-03-17,0.0354,135.17700000000002
0.441,2015,0.211,"['Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Renée Elise Goldsberry', 'Phillipa Soo', 'Christopher Jackson', 'Original Broadway Cast of Hamilton']",0.77,385438,0.482,0,7qfoq1JFKBUEIvhqOHzuqX,0.0,6,0.223,-9.529,1,Non-Stop,72,2015-09-25,0.351,91.994
0.382,2015,0.0186,"['G-Eazy', 'Bebe Rexha']",0.757,251467,0.672,1,40YcuQysJ0KlGQTeGUosTC,0.0,0,0.158,-6.524,0,"Me, Myself & I",76,2015-12-04,0.0955,111.996
0.49,2015,0.272,['Tame Impala'],0.47,363240,0.809,0,52ojopYMUzeNcudsoz7O9D,0.00671,8,0.0491,-6.74,1,"New Person, Same Old Mistakes",73,2015-07-17,0.0495,151.836
0.472,2015,0.419,['Kodak Black'],0.773,241659,0.516,1,3XoMtVDuIbmMQ9UKSShXti,0.0,9,0.0753,-12.366,0,Already,70,2015-12-26,0.181,120.001
0.605,2015,0.00967,['Chris Stapleton'],0.642,253200,0.762,0,5jROdl6MhcmP3O7h2sVgtw,5.720000000000002e-05,6,0.182,-7.411,1,Parachute,70,2015-05-04,0.0296,113.038
0.326,2015,0.919,"['Sam Smith', 'John Legend']",0.468,219536,0.19,0,64GRDrL1efgXclrhVCeuA0,0.0,4,0.107,-11.138,1,Lay Me Down,76,2015-11-06,0.0373,125.319
0.0808,2015,0.6940000000000001,"[""Olivia O'Brien""]",0.657,189000,0.355,0,0jllH0usRFD4LJkJnGK9Lf,0.000427,7,0.123,-12.044,1,Complicated,77,2015-08-09,0.0714,74.99
0.755,2015,0.0151,['Shawn Mendes'],0.752,206880,0.754,0,5jsw9uXEGuKyJzs0boZ1bT,0.0,1,0.0486,-6.684,1,Stitches,73,2015-04-14,0.0615,149.789
0.383,2015,0.177,"['Lin-Manuel Miranda', 'Leslie Odom Jr.', 'Original Broadway Cast of Hamilton']",0.68,321697,0.413,1,3nJYcY9yvKP8Oi2Ml8brXt,0.0,8,0.205,-9.41,1,Right Hand Man,71,2015-09-25,0.4920000000000001,158.576
0.274,2015,0.00346,"['Major Lazer', 'MØ', 'DJ Snake']",0.723,176561,0.809,0,1Lim1Py7xBgbAkAys3AGAG,0.00123,7,0.565,-3.0810000000000004,0,Lean On,72,2015-11-27,0.0625,98.007
0.5720000000000001,2015,0.0197,['Sia'],0.399,216120,0.787,0,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1,0.0685,-2.88,1,Chandelier,70,2015-05-04,0.0499,117.089
0.406,2015,0.405,['The Weeknd'],0.659,277680,0.291,1,4frLb7nWtsz2ymBE6k2GRP,0.0,2,0.0771,-8.275,0,Earned It (Fifty Shades Of Grey),71,2015-08-28,0.0348,119.829
0.625,2015,0.835,"['Lin-Manuel Miranda', 'Anthony Ramos', 'Okieriete Onaodowan', 'Daveed Diggs', 'Original Broadway Cast of Hamilton']",0.494,91981,0.237,0,0NJWhm3hUwIZSy5s0TGJ8q,0.0,4,0.648,-10.579,1,The Story of Tonight,71,2015-09-25,0.0517,95.219
0.0397,2015,0.214,['NF'],0.51,270453,0.643,0,5DHQKZCOZhGNTbYBCekWx0,3.22e-06,0,0.101,-6.602,1,Paralyzed,75,2015-03-31,0.0485,130.08100000000002
0.395,2015,0.0509,['Rihanna'],0.7809999999999999,219306,0.728,1,0NTMtAO2BV4tnGvw9EgBVq,1.94e-06,1,0.257,-4.981,1,Bitch Better Have My Money,76,2015-03-26,0.0621,102.99
0.274,2015,0.907,"['Leslie Odom Jr.', 'Lin-Manuel Miranda']",0.598,184004,0.221,0,2sEq2rC3ynYsT49x7utWnd,4.19e-05,9,0.0723,-10.484000000000002,1,Dear Theodosia,71,2015-09-25,0.0303,106.771
0.376,2015,0.0282,['Chris Young'],0.575,197280,0.845,0,0H04yVa3DJxoXbLBpAb7iV,0.0,10,0.0814,-3.838,1,I'm Comin' Over,69,2015-11-13,0.035,127.997
0.489,2015,0.00589,['Kendrick Lamar'],0.884,234693,0.657,1,0N3W5peJUQtI4eyR6GJT5O,0.0,6,0.154,-4.569,0,King Kunta,74,2015-03-16,0.0977,107.059
0.7929999999999999,2015,0.59,['Justin Bieber'],0.845,205680,0.5670000000000001,0,4B0JvthVoAAuygILe3n4Bs,0.0014199999999999,5,0.0811,-8.118,0,What Do You Mean?,78,2015-11-13,0.0956,125.02
0.511,2015,0.271,"['Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Daveed Diggs', 'Okieriete Onaodowan', 'Original Broadway Cast of Hamilton']",0.638,318215,0.49,0,2TK2KSrzXD6W01qjXVjNGh,0.0,4,0.664,-9.382,0,The Room Where It Happens,71,2015-09-25,0.426,173.55200000000005
0.5770000000000001,2015,0.684,"['Thayne Jasperson', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",0.795,112742,0.409,0,2G9lekfCh83S0lt2yfffBz,0.0,9,0.0548,-8.334,0,Farmer Refuted,71,2015-09-25,0.3720000000000001,77.87899999999998
0.319,2015,0.223,['Halsey'],0.731,199593,0.58,1,2IO7yf562c1zLzpanal1DT,0.0,10,0.129,-7.3279999999999985,0,Gasoline,73,2015-08-28,0.0399,119.997
0.51,2015,0.297,['Original Broadway Cast of Hamilton'],0.76,242588,0.883,1,733tju3KUeatsbjcTRQ04i,0.0,9,0.727,-5.397,0,Yorktown (The World Turned Upside Down),71,2015-09-25,0.25,98.012
0.174,2015,0.805,['Andra Day'],0.398,253342,0.316,0,0tV8pOpiNsKqUys0ilUcXz,0.0,1,0.295,-7.0310000000000015,1,Rise Up,76,2015-08-28,0.0368,118.582
0.254,2015,0.482,['The Weeknd'],0.3720000000000001,348853,0.478,1,7uJH0YdSZL6psjxI6Xy08b,0.0,7,0.0844,-9.835,0,Acquainted,72,2015-08-28,0.0503,101.102
0.348,2015,0.965,['Ruth B.'],0.71,275280,0.0565,0,4h0zU3O9R5xzuTmNO7dNDU,0.0,7,0.0889,-15.099,1,Lost Boy,76,2015-08-21,0.0534,123.994
0.688,2015,0.41,"['Leslie Odom Jr.', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",0.8540000000000001,69901,0.327,0,2yBMVrq96wb9OHbMdBs0lF,0.0,8,0.0889,-10.834,1,A Winter's Ball,71,2015-09-25,0.507,131.352
0.475,2015,0.00131,['Fall Out Boy'],0.616,189387,0.868,0,3Te8uLyit6X3ncNW8Fp3K2,1.54e-06,2,0.6709999999999999,-3.606,1,Immortals,74,2015-01-20,0.0699,108.016
0.528,2015,0.0144,['X Ambassadors'],0.526,195200,0.862,0,0fYVliAYKHuPmECRs1pbRf,0.0597,2,0.229,-6.002999999999999,1,Renegades,76,2015-06-30,0.0905,90.052
0.443,2015,0.106,"['Jeremih', 'Ty Dolla $ign']",0.6970000000000001,245520,0.4,1,3WjyiSbfR74pjWXQ3IaFKJ,0.0,5,0.102,-5.888,0,Impatient,72,2015-12-04,0.0511,179.007
0.521,2015,0.106,['Billy Currington'],0.5529999999999999,234307,0.747,0,3I7krC8kr0gFR7P6vInR1I,0.0,9,0.154,-5.432,1,Do I Make You Wanna,68,2015-06-02,0.0279,90.012
0.386,2015,0.317,"['Meek Mill', 'Drake']",0.727,197133,0.599,1,0Y0TOsE1q11qgbi7c5WZsG,0.0,1,0.219,-6.941,1,R.I.C.O. (feat. Drake),71,2015-06-29,0.327,167.90900000000005
0.343,2015,0.0435,"['The Chainsmokers', 'ROZES']",0.713,226739,0.802,0,3vv9phIu6Y1vX3jcqaGz5Z,0.00377,4,0.309,-7.055,1,Roses,74,2015-06-16,0.0561,100.001
0.255,2015,0.752,['Phillipa Soo'],0.5820000000000001,225241,0.428,0,4B3qvzOMzLQXLeYgPsG3KA,0.0,2,0.102,-9.13,1,Burn,70,2015-09-25,0.0516,99.608
0.447,2015,0.0189,['Twenty One Pilots'],0.655,188493,0.632,0,3bnVBN67NBEzedqQuWrpP4,0.0,2,0.0722,-4.802,1,Tear in My Heart,73,2015-05-15,0.0489,120.113
0.956,2015,0.0244,['Zac Brown Band'],0.711,205000,0.8009999999999999,0,1qwnPVOIJjAFfCc40Etb1D,0.000113,6,0.135,-3.742,1,Homegrown,69,2015-04-28,0.029,105.006
0.239,2015,0.0158,['Rae Sremmurd'],0.8909999999999999,200080,0.486,1,4scpF6J5uMBvoh6sFB7EL1,3.78e-06,6,0.0925,-7.803,1,No Type,73,2015-01-06,0.159,125.01
0.873,2015,0.53,['Meghan Trainor'],0.7559999999999999,176267,0.789,0,5k5fWendNngd89O8JKoE8L,0.000711,2,0.157,-7.002000000000002,1,Better When I'm Dancin',76,2015-10-14,0.0324,127.987
0.301,2015,0.275,['Lil Uzi Vert'],0.638,219712,0.526,1,4v1P7JCjehbg5TmLQo2mFy,0.0,7,0.462,-8.401,1,7AM,69,2015-12-18,0.131,139.054
0.378,2015,0.62,['Drake'],0.6970000000000001,320400,0.235,1,7JXZq0JgG2zTrSOAgY8VMC,0.000144,7,0.107,-8.651,1,Jungle,71,2015-02-12,0.0534,99.947
0.5770000000000001,2015,0.0161,['Melanie Martinez'],0.568,201520,0.6920000000000001,0,5gWtkdgdyt5bZt9i6n3Kqd,0.0,8,0.148,-4.513,1,Mad Hatter,73,2015-08-14,0.0589,92.023
0.397,2015,0.203,"['Lil Dicky', 'Brendon Urie']",0.8290000000000001,244340,0.514,1,7MkysLvt3L8UFji2PceoFU,0.000157,7,0.115,-6.694,1,Molly (feat. Brendon Urie of Panic at the Disco),69,2015-07-31,0.037,114.955
0.594,2015,0.68,"['Anthony Ramos', 'Okieriete Onaodowan', 'Daveed Diggs', 'Lin-Manuel Miranda', 'Leslie Odom Jr.']",0.7240000000000001,115880,0.305,1,1CzeuSrm71wHP9qsjg7p3F,0.0,5,0.128,-12.763,0,The Story of Tonight - Reprise,70,2015-09-25,0.257,81.874
0.1369999999999999,2015,0.679,['Tim McGraw'],0.355,259267,0.48,0,4Pn0JlCUusD2QHjADuOzuV,2.28e-06,11,0.12,-7.31,1,Humble And Kind,68,2015-01-01,0.0282,100.956
0.319,2015,0.1689999999999999,"['Daveed Diggs', 'Leslie Odom Jr.', 'Okieriete Onaodowan', 'Original Broadway Cast of Hamilton']",0.539,236701,0.5770000000000001,0,2W9u3whoCkQYOUbmnSrHi1,0.0,7,0.14,-7.763,1,What'd I Miss,70,2015-09-25,0.386,177.787
0.274,2015,0.8029999999999999,"['Christopher Jackson', 'Lin-Manuel Miranda', 'Original Broadway Cast of Hamilton']",0.438,97050,0.373,0,1mGO8rwCE9zk7H06OxcU5m,0.0,0,0.123,-9.769,0,History Has Its Eyes on You,70,2015-09-25,0.0291,77.415
0.142,2015,0.721,['Daniel Caesar'],0.41,246972,0.298,0,7Cu2COdH93MnuireuKNiS3,0.0,3,0.158,-11.796,1,Streetcar,71,2015-11-12,0.0473,109.651
0.6559999999999999,2015,0.00906,['Jason Derulo'],0.775,207719,0.68,0,7oGZAicScQt96OAW4AruYy,0.0,0,0.109,-5.507999999999999,0,Want to Want Me,76,2015-05-29,0.0629,114.025
0.383,2015,1.05e-05,['KANA-BOON'],0.436,240133,0.934,0,21z1GxeHjfD3qkaF5CgCTO,0.136,2,0.321,-2.685,1,シルエット,76,2015-01-21,0.0507,91.488
